Qin,RECOVERY,CODin,BOD5in,CIin,HARDin,SSin,NH3Nin,LASin,CHROMin,CODout,BOD5out,CIout,HARDout,SSout,NH3Nout,LASout,CHROMout,LEVEL,YEAR,COST
300,1,800,320,15000,50,1,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,6715500
300,1,800,320,15000,50,0,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,6945500
72,1,400,160,30000,150,0.5,200,0.00 ,0,300,120,1500,20,0,200,0.00 ,0,2,1,4692000
72,0.85,400,160,30000,150,0.5,200,0.00 ,0,200,80,1500,20,0,100,0.00 ,0,2,1,4030000
10,1,2000,800,150000,750,2.5,1000,0.00 ,0,500,200,1500,20,0,500,0.00 ,0,2,1,662000
70,1,10,4,6000,500,10,0,0.00 ,0,3,1.2,266,1.7,0,0,0.00 ,0,2,1,2437600
70,1,10,4,6000,500,10,0,0.00 ,0,10,4,5500,100,5,0,0.00 ,0,3,1,345000
70,1,10,4,5500,100,5,0,0.00 ,0,10,4,5500,100,1,0,0.00 ,0,3,1,36200
70,1,10,4,5500,100,1,0,0.00 ,0,10,4,5500,100,0.1,0,0.00 ,0,3,1,36200
70,1,10,4,5500,100,0.1,0,0.00 ,0,10,4,5500,10,0,0,0.00 ,0,1,1,65200
70,0.67,10,4,5500,10,0,0,0.00 ,0,2,0.8,200,1,0,0,0.00 ,0,2,1,352000
23.1,0.7,30,12,16500,30,0,0,0.00 ,0,3,1.2,400,3,0,0,0.00 ,0,2,1,223000
7,1,100,40,50000,100,0,0,0.00 ,0,10,4,400,3,0,0,0.00 ,0,2,1,1380000
70,1,10,4,6000,500,10,0,0.00 ,0,10,4,5500,100,1,0,0.00 ,0,3,1,381200
70,1,10,4,5500,100,5,0,0.00 ,0,10,4,5500,100,0.1,0,0.00 ,0,3,1,72400
70,1,10,4,5500,100,1,0,0.00 ,0,10,4,5500,10,0,0,0.00 ,0,2,1,101400
70,0.67,10,4,5500,100,0.1,0,0.00 ,0,2,0.8,200,1,0,0,0.00 ,0,2,1,417200
70,0.9,10,4,5500,10,0,0,0.00 ,0,2.3,0.92,250,1.5,0,0,0.00 ,0,2,1,575000
23.1,1,30,12,16500,30,0,0,0.00 ,0,5,2,400,3,0,0,0.00 ,0,2,1,1603000
70,1,10,4,6000,500,10,0,0.00 ,0,10,4,5500,100,0.1,0,0.00 ,0,3,1,417400
70,1,10,4,5500,100,5,0,0.00 ,0,10,4,5500,10,0,0,0.00 ,0,2,1,137600
70,0.67,10,4,5500,100,1,0,0.00 ,0,2,0.8,200,1,0,0,0.00 ,0,2,1,453400
70,0.9,10,4,5500,100,0.1,0,0.00 ,0,2.3,0.92,250,1.5,0,0,0.00 ,0,2,1,640200
70,1,10,4,5500,10,0,0,0.00 ,0,10,4,400,3,0,0,0.00 ,0,2,1,1955000
70,1,10,4,6000,500,10,0,0.00 ,0,10,4,5500,10,0,0,0.00 ,0,2,1,482600
70,0.67,10,4,5500,100,5,0,0.00 ,0,2,0.8,200,1,0,0,0.00 ,0,2,1,489600
70,0.9,10,4,5500,100,1,0,0.00 ,0,2.3,0.92,250,1.5,0,0,0.00 ,0,2,1,676400
70,1,10,4,5500,100,0.1,0,0.00 ,0,3,1.2,266,1.7,0,0,0.00 ,0,2,1,2020200
70,0.67,10,4,6000,500,10,0,0.00 ,0,2,0.8,200,1,0,0,0.00 ,0,2,1,834600
70,0.9,10,4,5500,100,5,0,0.00 ,0,2.3,0.92,250,1.5,0,0,0.00 ,0,2,1,712600
70,1,10,4,5500,100,1,0,0.00 ,0,3,1.2,266,1.7,0,0,0.00 ,0,2,1,2056400
70,0.9,10,4,6000,500,10,0,0.00 ,0,2.3,0.92,250,1.5,0,0,0.00 ,0,2,1,1057600
70,1,10,4,5500,100,5,0,0.00 ,0,3,1.2,266,1.7,0,0,0.00 ,0,2,1,2092600
720,1,10,4,1000,1000,200,1,0.00 ,0,10,4,1000,200,0.5,1,0.00 ,0,3,1,803800
720,1,10,4,1000,1000,200,1,0.00 ,0,10,4,1000,200,5,1,0.00 ,0,3,1,658800
720,0.99,10,4,1000,200,5,1,0.00 ,0,10,4,1000,200,0.5,1,0.00 ,0,3,1,145000
200,1,200,80,1000,50,1,30,0.00 ,0,40,16,63,2.5,0,14,0.00 ,0,2,1,2336300
200,1,200,80,1000,50,1,30,0.00 ,0,200,80,1000,50,0.1,30,0.00 ,0,3,1,48100
200,1,200,80,1000,50,0.1,30,0.00 ,0,100,40,1000,50,0,20,0.00 ,0,3,1,58200
210,0.76,100,40,1000,50,0,20,0.00 ,0,30,12,40,2,0,5,0.00 ,0,2,1,301000
50,0.6,400,160,4000,200,0,80,0.00 ,0,40,16,100,6,0,30,0.00 ,0,2,1,155000
20,1,1000,400,10000,500,0,200,0.00 ,0,1000,400,10000,2,0,200,0.00 ,0,1,1,252000
20,0.5,1000,400,10000,2,0,200,0.00 ,0,200,80,300,0.1,0,100,0.00 ,0,2,1,122000
10,1,2000,800,20000,4,0,400,0.00 ,0,100,40,1000,1,0,20,0.00 ,0,2,1,1400000
200,1,200,80,1000,50,1,30,0.00 ,0,100,40,1000,50,0,20,0.00 ,0,3,1,106300
200,0.75,200,80,1000,50,0.1,30,0.00 ,0,30,12,40,2,0,5,0.00 ,0,2,1,359200
200,0.9,100,40,1000,50,0,20,0.00 ,0,32,12.8,50,2.7,0,9,0.00 ,0,2,1,456000
20,0.5,1000,400,10000,500,0,200,0.00 ,0,200,80,300,0.1,0,100,0.00 ,0,2,1,374000
20,1,1000,400,10000,2,0,200,0.00 ,0,200,80,300,0.1,0,100,0.00 ,0,2,1,1522000
200,0.75,200,80,1000,50,1,30,0.00 ,0,30,12,40,2,0,5,0.00 ,0,2,1,407300
200,0.9,200,80,1000,50,0.1,30,0.00 ,0,32,12.8,50,2.7,0,9,0.00 ,0,2,1,514200
50,0.8,1000,400,10000,2,0,200,0.00 ,0,80,32,150,4.5,0,47.5,0.00 ,0,2,1,155000
20,1,1000,400,10000,500,0,200,0.00 ,0,200,80,300,0.1,0,100,0.00 ,0,2,1,529000
200,0.75,200,80,1000,50,1,30,0.00 ,0,32,12.8,50,2.7,0,9,0.00 ,0,2,1,562300
200,0.95,100,40,1000,50,0,20,0.00 ,0,40,16,63,2.5,0,14,0.00 ,0,2,1,830000
50,1,400,160,4000,200,0,80,0.00 ,0,80,32,150,4.5,0,47.5,0.00 ,0,2,1,1929000
200,0.95,200,80,1000,50,0.1,30,0.00 ,0,40,16,63,2.5,0,14,0.00 ,0,2,1,888200
200,1,100,40,1000,50,0,20,0.00 ,0,40,16,63,2.5,0,14,0.00 ,0,2,1,2230000
200,0.95,200,80,1000,50,1,30,0.00 ,0,40,16,63,2.5,0,14,0.00 ,0,2,1,936300
200,1,200,80,1000,50,0.1,30,0.00 ,0,40,16,63,2.5,0,14,0.00 ,0,2,1,2288200
800,1,100,40,25000,150,10,45,0.00 ,0,80,32,10000,20,0,15,0.00 ,0,3,1,10717000
800,1,100,40,25000,150,10,45,0.00 ,0,100,40,25000,150,0.5,45,0.00 ,0,3,1,105000
800,1,100,40,25000,150,0.5,45,0.00 ,0,80,32,25000,150,0,35,0.00 ,0,3,1,120000
800,0.8,80,32,25000,150,0,35,0.00 ,0,80,32,10000,20,0,15,0.00 ,0,2,1,4520000
160,1,80,32,125000,750,0,50,0.00 ,0,80,32,125000,150,0,50,0.00 ,0,3,1,352000
160,1,80,32,125000,150,0,50,0.00 ,0,80,32,10000,20,0,15,0.00 ,0,3,1,5620000
800,1,100,40,25000,150,10,45,0.00 ,0,80,32,25000,150,0,35,0.00 ,0,3,1,225000
800,0.8,100,40,25000,150,0.5,45,0.00 ,0,80,32,10000,20,0,15,0.00 ,0,2,1,4640000
160,1,80,32,125000,750,0,50,0.00 ,0,80,32,10000,20,0,15,0.00 ,0,3,1,5972000
800,0.8,100,40,25000,150,10,45,0.00 ,0,80,32,10000,20,0,15,0.00 ,0,3,1,4745000
800,1,80,32,25000,150,0,35,0.00 ,0,80,32,10000,20,0,15,0.00 ,0,3,1,10492000
800,1,100,40,25000,150,0.5,45,0.00 ,0,80,32,10000,20,0,15,0.00 ,0,3,1,10612000
100,1,50,20,1500,100,1,5,0.00 ,0,17.5,7,147.5,7,0,1.75,0.00 ,0,2,1,2052700
100,1,50,20,1500,100,1,5,0.00 ,0,40,16,1500,100,0,4,0.00 ,0,3,1,45200
100,0.75,40,16,1500,100,0,4,0.00 ,0,10,4,100,5,0,1,0.00 ,0,2,1,362000
25,0.7,160,64,6000,400,0,16,0.00 ,0,40,16,200,20,0,4,0.00 ,0,2,1,223000
7.5,1,530,212,20000,1300,0,53,0.00 ,0,530,212,20000,10,0,53,0.00 ,0,1,1,42500
7.5,1,530,212,20000,10,0,53,0.00 ,0,40,16,500,0.5,0,4,0.00 ,0,2,1,1380000
100,0.75,50,20,1500,100,1,5,0.00 ,0,10,4,100,5,0,1,0.00 ,0,2,1,407200
100,0.925,40,16,1500,100,0,4,0.00 ,0,16,6.4,119,7.8,0,1.6,0.00 ,0,2,1,585000
7.5,1,530,212,20000,1300,0,53,0.00 ,0,40,16,500,0.5,0,4,0.00 ,0,2,1,1422500
100,0.925,50,20,1500,100,1,5,0.00 ,0,16,6.4,119,7.8,0,1.6,0.00 ,0,2,1,630200
25,1,160,64,6000,400,4,20,0.00 ,0,40,16,290,14,0,4,0.00 ,0,2,1,1645500
100,1,40,16,1500,100,0,4,0.00 ,0,17.5,7,147.5,7,0,1.75,0.00 ,0,2,1,2007500
9000,0.95,100,40,12000,1500,50,5,1.00 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,32450000
9960,1,100,40,12000,1500,50,5,1.00 ,0,100,40,12000,150,2,5,1.00 ,0,3,1,1800000
9960,0.99,100,40,12000,150,2,5,1.00 ,0,100,40,12000,150,0.5,5,1.00 ,0,3,1,650000
9960,0.99,100,40,12000,150,0.5,5,1.00 ,0,80,32,12000,150,0.5,4,0.80 ,0,3,1,750000
9960,0.9,80,32,12000,150,0.5,4,0.80 ,0,80,32,12000,150,0,4,0.80 ,0,3,1,3850000
9000,1,80,32,12000,150,0,4,0.80 ,0,80,32,12000,5,0,4,0.80 ,0,1,1,2200000
9000,0.75,80,32,12000,5,0,4,0.80 ,0,20,8,400,0.1,0,1,0.20 ,0,2,1,9250000
3624,0.5,450,180,48000,20,0,16,4.50 ,0,90,36,1500,1,0,4,0.90 ,0,2,1,3850000
1812,0.75,900,360,96000,40,0,32,9.00 ,0,900,360,48000,20,0,16,9.00 ,0,3,1,10100000
9960,0.99,100,40,12000,1500,50,5,1.00 ,0,100,40,12000,150,0.5,5,1.00 ,0,3,1,2450000
9960,0.9,100,40,12000,150,2,5,1.00 ,0,80,32,12000,150,0.5,4,0.80 ,0,3,1,1400000
9960,0.675,100,40,12000,150,0.5,5,1.00 ,0,80,32,12000,150,0,4,0.80 ,0,3,1,4600000
9960,0.9,80,32,12000,150,0.5,4,0.80 ,0,80,32,12000,5,0,4,0.80 ,0,2,1,6050000
9000,0.75,80,32,12000,150,0,4,0.80 ,0,20,8,400,0.1,0,1,0.20 ,0,2,1,11450000
9000,0.875,80,32,12000,5,0,4,0.80 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,13100000
2256,0.8,450,180,48000,20,0,16,4.50 ,0,90,36,1500,1,0,4,0.90 ,0,2,1,13950000
9960,0.99,100,40,12000,1500,50,5,1.00 ,0,80,32,12000,150,0.5,4,0.80 ,0,3,1,3200000
9960,0.9,100,40,12000,150,2,5,1.00 ,0,80,32,12000,150,0,4,0.80 ,0,3,1,5250000
9960,0.9,100,40,12000,150,0.5,5,1.00 ,0,80,32,12000,5,0,4,0.80 ,0,2,1,6800000
9000,0.75,80,32,12000,150,0.5,4,0.80 ,0,20,8,400,0.1,0,1,0.20 ,0,2,1,15300000
9000,0.875,80,32,12000,150,0,4,0.80 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,15300000
9000,0.95,80,32,12000,5,0,4,0.80 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,23200000
9960,0.9,100,40,12000,1500,50,5,1.00 ,0,80,32,12000,150,0,4,0.80 ,0,3,1,7050000
9960,0.9,100,40,12000,150,2,5,1.00 ,0,80,32,12000,5,0,4,0.80 ,0,2,1,7450000
9000,0.75,100,40,12000,150,0.5,5,1.00 ,0,20,8,400,0.1,0,1,0.20 ,0,2,1,16050000
9000,0.875,80,32,12000,150,0.5,4,0.80 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,19150000
9000,0.95,80,32,12000,150,0,4,0.80 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,25400000
9960,0.9,100,40,12000,1500,50,5,1.00 ,0,80,32,12000,5,0,4,0.80 ,0,2,1,9250000
9000,0.75,100,40,12000,150,2,5,1.00 ,0,20,8,400,0.1,0,1,0.20 ,0,2,1,16700000
9000,0.875,100,40,12000,150,0.5,5,1.00 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,19900000
9000,0.95,80,32,12000,150,0.5,4,0.80 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,29250000
9000,0.75,100,40,12000,1500,50,5,1.00 ,0,20,8,400,0.1,0,1,0.20 ,0,2,1,18500000
9000,0.875,100,40,12000,150,2,5,1.00 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,20550000
9000,0.95,100,40,12000,150,0.5,5,1.00 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,30000000
9000,0.875,100,40,12000,1500,50,5,1.00 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,22350000
9000,0.95,100,40,12000,150,2,5,1.00 ,0,35,14,633,0.3,0,1.6,0.35 ,0,2,1,30650000
800,0.765,100,40,4000,200,1,5,1.00 ,0,22,8.8,212,17,0,2.5,0.22 ,0,2,1,2447000
800,0.99,100,40,4000,200,1,5,1.00 ,0,100,40,4000,200,0.1,5,1.00 ,0,2,1,165000
800,0.99,100,40,4000,200,0.2,5,1.00 ,0,80,32,4000,200,0.1,4,0.80 ,0,2,1,185000
800,0.9,80,32,4000,200,0.1,4,0.80 ,0,80,32,4000,200,0,4,0.80 ,0,1,1,824000
720,0.7,80,32,4000,200,0,4,0.80 ,0,20,8,150,10,0,2,0.20 ,0,2,1,898000
216,0.5,267,106.8,13000,667,0,13,2.67 ,0,30,12,500,50,0,5,0.30 ,0,2,1,375000
800,0.99,100,40,4000,200,1,5,1.00 ,0,80,32,4000,200,0.1,4,0.80 ,0,2,1,350000
800,0.9,100,40,4000,200,0.2,5,1.00 ,0,80,32,4000,200,0,4,0.80 ,0,1,1,1009000
800,0.63,80,32,4000,200,0.1,4,0.80 ,0,20,8,150,10,0,2,0.20 ,0,1,1,1722000
720,0.85,80,32,4000,200,0,4,0.80 ,0,22,8.8,212,17,0,2.5,0.22 ,0,2,1,1273000
800,0.9,100,40,4000,200,1,5,1.00 ,0,80,32,4000,200,0,4,0.80 ,0,2,1,1174000
800,0.63,100,40,4000,200,0.2,5,1.00 ,0,20,8,150,10,0,2,0.20 ,0,2,1,1907000
800,0.765,80,32,4000,200,0.1,4,0.80 ,0,22,8.8,212,17,0,2.5,0.22 ,0,2,1,2097000
800,0.63,100,40,4000,200,1,5,1.00 ,0,20,8,150,10,0,2,0.20 ,0,2,1,2072000
800,0.765,100,40,4000,200,0.2,5,1.00 ,0,22,8.8,212,17,0,2.5,0.22 ,0,2,1,2072000
72,1,800,320,15000,500,1,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,4246200
80,1,800,320,15000,500,1,850,0.00 ,0,800,320,15000,500,1,850,0.00 ,0,3,1,325000
80,1,800,320,15000,150,1,850,0.00 ,0,800,320,15000,150,0,850,0.00 ,0,3,1,40000
80,1,800,320,15000,150,0,850,0.00 ,0,800,320,15000,5,0.1,850,0.00 ,0,1,1,152200
80,0.9,800,320,15000,5,0.1,850,0.00 ,0,800,320,15000,5,0,850,0.00 ,0,3,1,215000
120,0.75,700,280,17000,5,0,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,252000
90,0.8,100,40,400,0.5,0,100,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,152000
30,0.5,2400,960,60000,35,0,2500,0.00 ,0,500,200,10000,10,0,500,0.00 ,0,3,1,525000
15,1,3200,1280,300000,100,0,8500,0.00 ,0,700,280,17000,5,0,850,0.00 ,0,2,1,2585000
80,1,800,320,15000,500,1,850,0.00 ,0,800,320,15000,150,0,850,0.00 ,0,3,1,365000
80,1,800,320,15000,150,1,850,0.00 ,0,800,320,15000,5,0.1,850,0.00 ,0,2,1,192200
80,0.9,800,320,15000,150,0,850,0.00 ,0,800,320,15000,5,0,850,0.00 ,0,2,1,367200
102,0.75,800,320,15000,5,0.1,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,467000
102,0.6,700,280,17000,5,0,850,0.00 ,0,30,12,20,0,0,30,0.00 ,0,2,1,404000
95,0.84,700,245,17000,5,0,850,0.00 ,0,100,40,400,0.5,0,100,0.00 ,0,2,1,777000
30,1,2400,840,60000,35,0,2500,0.00 ,0,600,180,13500,7.5,0,675,0.00 ,0,2,1,3110000
80,1,800,280,15000,500,1,850,0.00 ,0,800,240,15000,5,0.1,850,0.00 ,0,2,1,517200
80,0.9,800,280,15000,150,1,850,0.00 ,0,800,240,15000,5,0,850,0.00 ,0,2,1,407200
90,0.75,800,280,15000,150,0,850,0.00 ,0,100,30,400,0.5,0,100,0.00 ,0,2,1,619200
90,0.6,800,280,15000,5,0.1,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,619000
80,0.813,700,245,17000,5,0,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,929000
95,0.84,800,280,15000,5,0.1,850,0.00 ,0,100,30,400,0.5,0,100,0.00 ,0,2,1,992000
90,1,700,245,17000,5,0,850,0.00 ,0,100,30,400,0.5,0,100,0.00 ,0,2,1,3362000
80,0.9,800,280,15000,500,1,850,0.00 ,0,800,240,15000,5,0,850,0.00 ,0,2,1,732200
90,0.75,800,280,15000,150,1,850,0.00 ,0,100,30,400,0.5,0,100,0.00 ,0,2,1,659200
95,0.84,800,280,15000,150,1,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,771200
80,0.813,800,280,15000,5,0.1,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,1144000
90,1,700,245,17000,5,0,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,3514000
95,0.84,800,280,15000,150,1,850,0.00 ,0,100,30,400,0.5,0,100,0.00 ,0,2,1,1144200
90,0.75,800,280,15000,500,1,850,0.00 ,0,100,30,400,0.5,0,100,0.00 ,0,2,1,984200
90,0.6,800,280,15000,500,1,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,811200
95,0.84,800,280,15000,150,1,850,0.00 ,0,100,30,400,0.5,0,100,0.00 ,0,2,1,1184200
80,0.813,800,280,15000,150,1,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,1296200
90,1,800,280,15000,150,1,850,0.00 ,0,100,30,400,0.5,0,100,0.00 ,0,2,1,3729200
80,1,800,280,15000,5,0.1,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,3729000
90,0.6,800,280,15000,500,1,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,1136200
80,0.813,800,280,15000,500,1,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,1336200
80,1,800,280,15000,150,1,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,3881200
80,0.813,800,280,15000,500,1,850,0.00 ,0,100,30,400,0.5,0,100,0.00 ,0,2,1,1509200
80,0.813,800,280,15000,500,1,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,1661200
80,1,800,280,15000,500,1,850,0.00 ,0,30,9,20,0,0,30,0.00 ,0,2,1,3921200
1800,0.88,50,17.5,5000,50,0,1,0.00 ,0,1,0.3,4,0.1,0,0,0.00 ,0,1,1,4300000
2016,0.75,50,17.5,5000,50,0,1,0.00 ,0,5,1.5,120,2,0,0.2,0.00 ,0,1,1,2000000
504,0.52,200,70,20000,200,0,4,0.00 ,0,5,1.5,600,2,0,0.5,0.00 ,0,1,1,650000
1776,0.89,5,1.75,200,2,0,0.2,0.00 ,0,1,0.3,4,0.1,0,0,0.00 ,0,1,1,1650000
2016,0.88,50,17.5,5000,50,0,1,0.00 ,0,5,1.5,600,2,0,0.5,0.00 ,0,1,1,2650000
2346,0.675,200,70,20000,200,0,4,0.00 ,0,1,0.3,4,0.1,0,0,0.00 ,0,1,1,2300000
24000,0.5,20,7,10000,2000,5,0,0.00 ,0,5,1.5,500,10,0,0,0.00 ,0,1,1,28010000
26400,1,20,7,10000,2000,5,0,0.00 ,0,20,6,10000,200,1,0,0.00 ,0,2,1,2850000
26400,0.99,20,7,10000,200,1,0,0.00 ,0,20,6,10000,200,0.5,0,0.00 ,0,2,1,3550000
26400,0.9,20,7,10000,200,0.5,0,0.00 ,0,20,6,10000,200,0,0,0.00 ,0,1,1,10950000
24000,0.5,20,7,10000,200,0,0,0.00 ,0,5,1.5,500,10,0,0,0.00 ,0,1,1,10660000
26400,0.99,20,7,10000,2000,5,0,0.00 ,0,20,6,10000,200,0.5,0,0.00 ,0,3,1,6400000
26400,0.9,20,7,10000,200,1,0,0.00 ,0,20,6,10000,200,0,0,0.00 ,0,1,1,14500000
26400,0.45,20,7,10000,200,0.5,0,0.00 ,0,5,1.5,500,10,0,0,0.00 ,0,1,1,21610000
26400,0.9,20,7,10000,2000,5,0,0.00 ,0,20,6,10000,200,0,0,0.00 ,0,2,1,17350000
26400,0.45,20,7,10000,200,1,0,0.00 ,0,5,1.5,500,10,0,0,0.00 ,0,1,1,25160000
6720,0.6,200,70,30000,3000,10,0,0.00 ,0,30,9,1000,0.1,0,0,0.00 ,0,1,1,18920000
6720,1,200,70,30000,3000,10,0,0.00 ,0,200,60,30000,500,1,0,0.00 ,0,2,1,1500000
6720,1,200,70,30000,500,1,0,0.00 ,0,200,60,30000,500,0.1,0,0.00 ,0,1,1,3900000
6720,1,200,70,30000,500,0.1,0,0.00 ,0,150,45,30000,500,0,0,0.00 ,0,3,1,640000
6720,1,150,52.5,30000,500,0,0,0.00 ,0,150,45,30000,5,0,0,0.00 ,0,1,1,3800000
6720,0.6,150,52.5,30000,5,0,0,0.00 ,0,30,9,1000,0.1,0,0,0.00 ,0,1,1,9080000
6720,1,200,70,30000,3000,10,0,0.00 ,0,200,60,30000,500,0.1,0,0.00 ,0,2,1,5400000
6720,1,200,70,30000,500,1,0,0.00 ,0,150,45,30000,500,0,0,0.00 ,0,1,1,4540000
6720,1,200,70,30000,500,0.1,0,0.00 ,0,150,45,30000,5,0,0,0.00 ,0,1,1,4440000
6720,0.6,150,52.5,30000,500,0,0,0.00 ,0,30,9,1000,0.1,0,0,0.00 ,0,1,1,12880000
6720,1,200,70,30000,3000,10,0,0.00 ,0,150,45,30000,500,0,0,0.00 ,0,2,1,6040000
6720,1,200,70,30000,500,1,0,0.00 ,0,150,45,30000,5,0,0,0.00 ,0,1,1,8340000
6720,0.6,200,70,30000,500,0.1,0,0.00 ,0,30,9,1000,0.1,0,0,0.00 ,0,1,1,13520000
6720,1,200,70,30000,3000,10,0,0.00 ,0,150,45,30000,5,0,0,0.00 ,0,1,1,9840000
6720,0.6,200,70,30000,500,1,0,0.00 ,0,30,9,1000,0.1,0,0,0.00 ,0,1,1,17420000
800,0.885,700,245,30000,200,1,0,0.00 ,0,700,210,500,1,0,0,0.00 ,0,3,1,7175200
800,0.99,700,245,30000,200,1,0,0.00 ,0,700,210,30000,200,0.1,0,0.00 ,0,3,1,155200
800,0.99,700,245,30000,200,0.1,0,0.00 ,0,700,210,30000,200,0,0,0.00 ,0,3,1,600000
1608,0.943,700,245,30000,200,0,0,0.00 ,0,700,210,16000,50,0,0,0.00 ,0,3,1,3645000
1516,0.533,700,245,16000,50,0,0,0.00 ,0,700,210,500,1,0,0,0.00 ,0,3,1,2775000
800,0.99,700,245,30000,200,1,0,0.00 ,0,700,210,30000,200,0,0,0.00 ,0,3,1,755200
800,0.943,700,245,30000,200,0.1,0,0.00 ,0,700,210,16000,50,0,0,0.00 ,0,3,1,2422500
800,0.885,700,245,30000,200,0,0,0.00 ,0,700,210,500,1,0,0,0.00 ,0,3,1,6420000
800,0.943,700,245,30000,200,1,0,0.00 ,0,700,210,16000,50,0,0,0.00 ,0,3,1,2577700
800,0.885,700,245,30000,200,0.1,0,0.00 ,0,700,210,500,1,0,0,0.00 ,0,3,1,7020000
120,1,50,17.5,2000,50,0.1,5,0.00 ,0,14.5,4.35,98,5,0,1.3,0.00 ,0,2,1,1786000
132,0.99,50,17.5,2000,50,0.1,5,0.00 ,0,40,12,2000,50,0,3,0.00 ,0,3,1,52000
132,0.77,40,14,2000,50,0,3,0.00 ,0,10,3,80,5,0,1,0.00 ,0,2,1,252000
30,0.6,160,56,8000,200,0,12,0.00 ,0,40,12,200,5,0,3,0.00 ,0,2,1,142000
12,1,400,140,20000,500,0,30,0.00 ,0,100,30,1000,50,0,3,0.00 ,0,2,1,1340000
120,0.75,50,17.5,2000,50,0.1,5,0.00 ,0,10,3,80,5,0,1,0.00 ,0,2,1,304000
120,0.9,40,14,2000,50,0,3,0.00 ,0,14.5,4.35,98,5,0,1.3,0.00 ,0,2,1,394000
30,1,160,56,8000,200,0,12,0.00 ,0,64,19.2,520,23,0,3,0.00 ,0,2,1,1482000
120,0.9,50,17.5,2000,50,0.1,5,0.00 ,0,14.5,4.35,98,5,0,1.3,0.00 ,0,2,1,446000
120,1,40,14,2000,50,0,3,0.00 ,0,14.5,4.35,98,5,0,1.3,0.00 ,0,2,1,1734000
